seed,method,batch_size,risk_budget_per_item,cost_budget_per_item,selected_candidate_ids,full_batch,full_batch_status,selection_event_count,stop_event_count,selected_count,hits,hit_fraction,total_proxy_cost,proxy_cost_normalized_yield,risk_used,mean_predicted_success
30,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_val_00118_IPIHIA"",""mofsimplify_solvent_val_00258_SENVIR"",""mofsimplify_solvent_test_00247_OCOKUP"",""mofsimplify_solvent_test_00013_ASUBIB"",""mofsimplify_solvent_test_00002_ACOLEL"",""mofsimplify_solvent_val_00100_GUPBEZ02"",""mofsimplify_solvent_test_00155_IYUROK"",""mofsimplify_solvent_test_00125_GUVCOP"",""mofsimplify_solvent_val_00260_SEVLEM""]",False,stopped_before_requested_batch,9,1,9,5,0.55555600000000005,19.359278,0.258274,6.7838409999999998,0.47366999999999998
31,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00077_EJAXIW"",""mofsimplify_solvent_test_00371_VEHPUU"",""mofsimplify_solvent_test_00041_CANYIB"",""mofsimplify_solvent_val_00081_FIFNUE"",""mofsimplify_solvent_test_00103_FUXXIH"",""mofsimplify_solvent_test_00196_LEDPIU"",""mofsimplify_solvent_val_00097_GIXGOK"",""mofsimplify_solvent_test_00034_BOWNUY"",""mofsimplify_solvent_val_00332_YARBUQ""]",False,stopped_before_requested_batch,9,1,9,4,0.44444400000000001,14.170636999999999,0.28227400000000002,6.7069279999999996,0.50124899999999994
32,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00356_ULASAD"",""mofsimplify_solvent_val_00174_MONQIR"",""mofsimplify_solvent_test_00331_XIMPOA01"",""mofsimplify_solvent_test_00094_EXEWIO"",""mofsimplify_solvent_test_00008_AMOYOR"",""mofsimplify_solvent_val_00341_YUBFOR"",""mofsimplify_solvent_val_00278_UDEPIE"",""mofsimplify_solvent_val_00315_WURNOO"",""mofsimplify_solvent_test_00176_KEWBUL""]",False,stopped_before_requested_batch,9,1,9,8,0.88888900000000004,14.404045999999999,0.5554,6.8525020000000003,0.46010600000000001
33,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00356_ULASAD"",""mofsimplify_solvent_test_00016_AVIPOL"",""mofsimplify_solvent_val_00342_ZAGHAT"",""mofsimplify_solvent_test_00095_EYULOA"",""mofsimplify_solvent_test_00306_RAHMAP"",""mofsimplify_solvent_test_00376_VUMCEM"",""mofsimplify_solvent_val_00285_UNABIV"",""mofsimplify_solvent_val_00260_SEVLEM"",""mofsimplify_solvent_test_00065_DIKJUD""]",False,stopped_before_requested_batch,9,1,9,6,0.66666700000000001,16.294053000000002,0.368232,6.734782,0.47862100000000002
34,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_val_00081_FIFNUE"",""mofsimplify_solvent_val_00013_AVIPAX"",""mofsimplify_solvent_val_00149_KIYJAF"",""mofsimplify_solvent_test_00352_UBOGAV"",""mofsimplify_solvent_val_00145_KILJEV"",""mofsimplify_solvent_val_00262_SOCNAB"",""mofsimplify_solvent_val_00033_COJHIT"",""mofsimplify_solvent_test_00178_KIDXUR"",""mofsimplify_solvent_val_00139_KAVTUY""]",False,stopped_before_requested_batch,9,1,9,4,0.44444400000000001,14.355658999999999,0.27863599999999999,6.8510289999999996,0.46543099999999998
35,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_val_00107_HIMSAY"",""mofsimplify_solvent_val_00319_XADDOX"",""mofsimplify_solvent_test_00298_QUBWIU"",""mofsimplify_solvent_test_00034_BOWNUY"",""mofsimplify_solvent_test_00388_WOJJOV"",""mofsimplify_solvent_test_00387_WOHZAU"",""mofsimplify_solvent_val_00258_SENVIR"",""mofsimplify_solvent_test_00405_XICYAL"",""mofsimplify_solvent_val_00038_DAMYOI""]",False,stopped_before_requested_batch,9,1,9,3,0.33333299999999999,14.214244000000001,0.21105599999999999,6.607437,0.52666599999999997
36,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_val_00343_ZAHLEC"",""mofsimplify_solvent_val_00184_NEXVET"",""mofsimplify_solvent_test_00013_ASUBIB"",""mofsimplify_solvent_test_00002_ACOLEL"",""mofsimplify_solvent_test_00017_AVUJIL"",""mofsimplify_solvent_test_00363_UTOTUT"",""mofsimplify_solvent_test_00390_WORREC"",""mofsimplify_solvent_test_00003_ACOLIP"",""mofsimplify_solvent_test_00384_WILHIK""]",False,stopped_before_requested_batch,9,1,9,5,0.55555600000000005,13.692099000000001,0.365174,6.706855,0.50608799999999998
37,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_val_00174_MONQIR"",""mofsimplify_solvent_test_00217_MIBMER"",""mofsimplify_solvent_test_00146_ICITEU"",""mofsimplify_solvent_test_00178_KIDXUR"",""mofsimplify_solvent_val_00269_TEYLIU"",""mofsimplify_solvent_val_00081_FIFNUE"",""mofsimplify_solvent_test_00381_WAQQUB"",""mofsimplify_solvent_test_00214_MAYJOM"",""mofsimplify_solvent_val_00281_UJEFOE01""]",False,stopped_before_requested_batch,9,1,9,6,0.66666700000000001,14.430717,0.41577999999999998,6.5652270000000001,0.52765099999999998
38,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_val_00261_SIYXIH10"",""mofsimplify_solvent_test_00041_CANYIB"",""mofsimplify_solvent_val_00315_WURNOO"",""mofsimplify_solvent_val_00260_SEVLEM"",""mofsimplify_solvent_val_00348_ZUQMAB"",""mofsimplify_solvent_test_00226_MUTNAQ"",""mofsimplify_solvent_test_00040_CAHQOS"",""mofsimplify_solvent_test_00155_IYUROK"",""mofsimplify_solvent_val_00102_HADQUA""]",False,stopped_before_requested_batch,9,1,9,7,0.77777799999999997,16.422146999999999,0.42625400000000002,6.5622249999999998,0.53115699999999999
39,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00414_YARBAW"",""mofsimplify_solvent_test_00045_CEFLEF"",""mofsimplify_solvent_val_00239_QOXFIU"",""mofsimplify_solvent_test_00075_EBIJAC"",""mofsimplify_solvent_test_00253_OGECOU"",""mofsimplify_solvent_val_00150_KOMHAW"",""mofsimplify_solvent_val_00294_VAYWEZ"",""mofsimplify_solvent_val_00295_VAYWID"",""mofsimplify_solvent_test_00280_POMMAH""]",False,stopped_before_requested_batch,9,1,9,5,0.55555600000000005,15.056105000000001,0.33209100000000003,6.7510240000000001,0.49574000000000001
40,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00093_EWESAC"",""mofsimplify_solvent_test_00232_NALYEG"",""mofsimplify_solvent_val_00038_DAMYOI"",""mofsimplify_solvent_test_00201_LIFSEA"",""mofsimplify_solvent_test_00013_ASUBIB"",""mofsimplify_solvent_test_00394_XADDUD"",""mofsimplify_solvent_val_00048_DUDZOT"",""mofsimplify_solvent_val_00082_FIFPAM"",""mofsimplify_solvent_test_00036_BUPVEP""]",False,stopped_before_requested_batch,9,1,9,5,0.55555600000000005,15.025411,0.33277000000000001,6.5451069999999998,0.52430299999999996
41,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00186_KIYMIP"",""mofsimplify_solvent_test_00407_XOGXAU"",""mofsimplify_solvent_test_00298_QUBWIU"",""mofsimplify_solvent_test_00247_OCOKUP"",""mofsimplify_solvent_test_00206_LUYSEF"",""mofsimplify_solvent_val_00145_KILJEV"",""mofsimplify_solvent_val_00261_SIYXIH10"",""mofsimplify_solvent_test_00297_QOKCID"",""mofsimplify_solvent_val_00316_WUSLED""]",False,stopped_before_requested_batch,9,1,9,4,0.44444400000000001,15.414299,0.25949899999999998,6.7020759999999999,0.49733699999999997
42,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_val_00100_GUPBEZ02"",""mofsimplify_solvent_test_00257_OKUSUK"",""mofsimplify_solvent_test_00176_KEWBUL"",""mofsimplify_solvent_test_00015_AVILEY"",""mofsimplify_solvent_test_00010_ANEHEI"",""mofsimplify_solvent_test_00335_TACJIS"",""mofsimplify_solvent_val_00099_GUKFEY"",""mofsimplify_solvent_test_00206_LUYSEF"",""mofsimplify_solvent_val_00210_OVIWIA""]",False,stopped_before_requested_batch,9,1,9,7,0.77777799999999997,20.111782000000002,0.348055,6.545795,0.51854599999999995
43,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00052_COTVIS"",""mofsimplify_solvent_test_00176_KEWBUL"",""mofsimplify_solvent_val_00348_ZUQMAB"",""mofsimplify_solvent_val_00058_ECEZAO01"",""mofsimplify_solvent_test_00104_FUYCEJ"",""mofsimplify_solvent_val_00034_COPXOV"",""mofsimplify_solvent_val_00278_UDEPIE"",""mofsimplify_solvent_test_00326_SEGBIR"",""mofsimplify_solvent_test_00034_BOWNUY""]",False,stopped_before_requested_batch,9,1,9,9,1,13.837561000000001,0.65040399999999998,6.7236690000000001,0.50309800000000005
44,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00186_KIYMIP"",""mofsimplify_solvent_val_00145_KILJEV"",""mofsimplify_solvent_test_00297_QOKCID"",""mofsimplify_solvent_val_00269_TEYLIU"",""mofsimplify_solvent_test_00178_KIDXUR"",""mofsimplify_solvent_test_00003_ACOLIP"",""mofsimplify_solvent_val_00099_GUKFEY"",""mofsimplify_solvent_test_00413_XUYXAR"",""mofsimplify_solvent_test_00065_DIKJUD""]",False,stopped_before_requested_batch,9,1,9,5,0.55555600000000005,14.119967000000001,0.35410799999999998,6.7510599999999998,0.496612
45,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00386_WODVOB"",""mofsimplify_solvent_test_00095_EYULOA"",""mofsimplify_solvent_test_00226_MUTNAQ"",""mofsimplify_solvent_test_00058_CUYHIO"",""mofsimplify_solvent_test_00061_DAMYUO"",""mofsimplify_solvent_test_00252_OGAXUR"",""mofsimplify_solvent_test_00214_MAYJOM"",""mofsimplify_solvent_test_00288_QERWAL"",""mofsimplify_solvent_test_00083_ENOSAD""]",False,stopped_before_requested_batch,9,1,9,5,0.55555600000000005,13.629757,0.366844,6.6985599999999996,0.50789799999999996
46,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00052_COTVIS"",""mofsimplify_solvent_test_00371_VEHPUU"",""mofsimplify_solvent_val_00225_POZHUI"",""mofsimplify_solvent_val_00090_GARQAU"",""mofsimplify_solvent_test_00083_ENOSAD"",""mofsimplify_solvent_val_00278_UDEPIE"",""mofsimplify_solvent_val_00261_SIYXIH10"",""mofsimplify_solvent_test_00146_ICITEU"",""mofsimplify_solvent_val_00152_KUKPOX""]",False,stopped_before_requested_batch,9,1,9,2,0.222222,14.070285,0.14214399999999999,6.6489690000000001,0.51119400000000004
47,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_val_00102_HADQUA"",""mofsimplify_solvent_test_00238_NEGZUW"",""mofsimplify_solvent_test_00075_EBIJAC"",""mofsimplify_solvent_test_00247_OCOKUP"",""mofsimplify_solvent_test_00010_ANEHEI"",""mofsimplify_solvent_test_00034_BOWNUY"",""mofsimplify_solvent_val_00141_KEGZOL"",""mofsimplify_solvent_val_00118_IPIHIA"",""mofsimplify_solvent_val_00090_GARQAU""]",False,stopped_before_requested_batch,9,1,9,4,0.44444400000000001,14.33254,0.27908500000000003,6.6952420000000004,0.48046499999999998
48,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_val_00150_KOMHAW"",""mofsimplify_solvent_val_00347_ZUKNAW"",""mofsimplify_solvent_test_00052_COTVIS"",""mofsimplify_solvent_test_00136_HELDOT"",""mofsimplify_solvent_test_00197_LEDWUN"",""mofsimplify_solvent_test_00054_COTVUE"",""mofsimplify_solvent_val_00059_EDIKIL"",""mofsimplify_solvent_test_00217_MIBMER"",""mofsimplify_solvent_test_00390_WORREC""]",False,stopped_before_requested_batch,9,1,9,7,0.77777799999999997,14.412932,0.48567500000000002,6.8272209999999998,0.47407300000000002
49,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_val_00058_ECEZAO01"",""mofsimplify_solvent_val_00335_YEKXUJ"",""mofsimplify_solvent_test_00327_SERWAP"",""mofsimplify_solvent_test_00123_GUKYUI"",""mofsimplify_solvent_val_00059_EDIKIL"",""mofsimplify_solvent_val_00348_ZUQMAB"",""mofsimplify_solvent_test_00061_DAMYUO"",""mofsimplify_solvent_test_00152_IMEDOV"",""mofsimplify_solvent_test_00371_VEHPUU""]",False,stopped_before_requested_batch,9,1,9,6,0.66666700000000001,14.93253,0.40180700000000003,6.5781780000000003,0.52743799999999996
50,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00258_OKUTAR"",""mofsimplify_solvent_test_00264_OQETEK"",""mofsimplify_solvent_test_00217_MIBMER"",""mofsimplify_solvent_test_00316_RIWMUH"",""mofsimplify_solvent_test_00297_QOKCID"",""mofsimplify_solvent_test_00073_DUPVER"",""mofsimplify_solvent_val_00245_REWNEO01"",""mofsimplify_solvent_test_00414_YARBAW"",""mofsimplify_solvent_test_00298_QUBWIU""]",False,stopped_before_requested_batch,9,1,9,6,0.66666700000000001,15.135058000000001,0.39643099999999998,6.531155,0.54071999999999998
51,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_val_00344_ZALMIL"",""mofsimplify_solvent_test_00390_WORREC"",""mofsimplify_solvent_test_00387_WOHZAU"",""mofsimplify_solvent_val_00294_VAYWEZ"",""mofsimplify_solvent_val_00319_XADDOX"",""mofsimplify_solvent_val_00260_SEVLEM"",""mofsimplify_solvent_val_00313_WOZGUP"",""mofsimplify_solvent_val_00225_POZHUI"",""mofsimplify_solvent_test_00297_QOKCID""]",False,stopped_before_requested_batch,9,1,9,6,0.66666700000000001,16.279185999999999,0.36856899999999998,6.656021,0.51464799999999999
52,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00412_XUWKEH"",""mofsimplify_solvent_test_00138_HOVGIK"",""mofsimplify_solvent_val_00262_SOCNAB"",""mofsimplify_solvent_test_00095_EYULOA"",""mofsimplify_solvent_test_00034_BOWNUY"",""mofsimplify_solvent_test_00054_COTVUE"",""mofsimplify_solvent_test_00268_PACGIM"",""mofsimplify_solvent_val_00031_CAWZUX"",""mofsimplify_solvent_val_00323_XAPTEQ""]",False,stopped_before_requested_batch,9,1,9,6,0.66666700000000001,15.307893999999999,0.391955,6.7249129999999999,0.48558299999999999
53,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00246_OCAWAT"",""mofsimplify_solvent_val_00033_COJHIT"",""mofsimplify_solvent_test_00196_LEDPIU"",""mofsimplify_solvent_test_00221_MOYYIJ"",""mofsimplify_solvent_test_00289_QEYWUN"",""mofsimplify_solvent_val_00316_WUSLED"",""mofsimplify_solvent_test_00053_COTVOY"",""mofsimplify_solvent_test_00388_WOJJOV"",""mofsimplify_solvent_val_00334_YEKXOD""]",False,stopped_before_requested_batch,9,1,9,7,0.77777799999999997,15.554043999999999,0.450044,6.7365519999999997,0.50067799999999996
54,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_val_00295_VAYWID"",""mofsimplify_solvent_val_00231_QITZIE"",""mofsimplify_solvent_val_00294_VAYWEZ"",""mofsimplify_solvent_test_00061_DAMYUO"",""mofsimplify_solvent_test_00053_COTVOY"",""mofsimplify_solvent_val_00090_GARQAU"",""mofsimplify_solvent_test_00331_XIMPOA01"",""mofsimplify_solvent_test_00105_FUYCIN"",""mofsimplify_solvent_test_00252_OGAXUR""]",False,stopped_before_requested_batch,9,1,9,3,0.33333299999999999,14.180994999999999,0.21155099999999999,6.7925170000000001,0.48795699999999997
55,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00411_XUVQOW"",""mofsimplify_solvent_test_00298_QUBWIU"",""mofsimplify_solvent_test_00221_MOYYIJ"",""mofsimplify_solvent_test_00338_TEBSAW"",""mofsimplify_solvent_val_00225_POZHUI"",""mofsimplify_solvent_val_00231_QITZIE"",""mofsimplify_solvent_test_00257_OKUSUK"",""mofsimplify_solvent_val_00239_QOXFIU"",""mofsimplify_solvent_test_00103_FUXXIH""]",False,stopped_before_requested_batch,9,1,9,1,0.111111,15.72744,0.063583000000000001,6.624396,0.51638200000000001
56,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_val_00335_YEKXUJ"",""mofsimplify_solvent_test_00226_MUTNAQ"",""mofsimplify_solvent_val_00348_ZUQMAB"",""mofsimplify_solvent_val_00034_COPXOV"",""mofsimplify_solvent_test_00405_XICYAL"",""mofsimplify_solvent_test_00415_YATDUV"",""mofsimplify_solvent_test_00138_HOVGIK"",""mofsimplify_solvent_test_00221_MOYYIJ"",""mofsimplify_solvent_val_00048_DUDZOT""]",False,stopped_before_requested_batch,9,1,9,7,0.77777799999999997,13.187775,0.53079500000000002,6.7152750000000001,0.506772
57,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_val_00081_FIFNUE"",""mofsimplify_solvent_test_00200_LIFSAW"",""mofsimplify_solvent_test_00297_QOKCID"",""mofsimplify_solvent_test_00034_BOWNUY"",""mofsimplify_solvent_test_00358_UMEKEE"",""mofsimplify_solvent_test_00325_SARNOQ"",""mofsimplify_solvent_test_00388_WOJJOV"",""mofsimplify_solvent_val_00318_XADDAJ"",""mofsimplify_solvent_val_00269_TEYLIU""]",False,stopped_before_requested_batch,9,1,9,7,0.77777799999999997,14.101611,0.49639699999999998,6.6766500000000004,0.50739199999999995
58,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00053_COTVOY"",""mofsimplify_solvent_val_00295_VAYWID"",""mofsimplify_solvent_test_00095_EYULOA"",""mofsimplify_solvent_test_00358_UMEKEE"",""mofsimplify_solvent_test_00405_XICYAL"",""mofsimplify_solvent_val_00245_REWNEO01"",""mofsimplify_solvent_test_00152_IMEDOV"",""mofsimplify_solvent_val_00203_ORANAY"",""mofsimplify_solvent_test_00138_HOVGIK""]",False,stopped_before_requested_batch,9,1,9,7,0.77777799999999997,14.444807000000001,0.48460300000000001,6.7194440000000002,0.50191399999999997
59,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00264_OQETEK"",""mofsimplify_solvent_test_00104_FUYCEJ"",""mofsimplify_solvent_test_00238_NEGZUW"",""mofsimplify_solvent_test_00298_QUBWIU"",""mofsimplify_solvent_test_00142_HUWLUI"",""mofsimplify_solvent_val_00139_KAVTUY"",""mofsimplify_solvent_test_00283_QAKFIU"",""mofsimplify_solvent_val_00341_YUBFOR"",""mofsimplify_solvent_val_00318_XADDAJ""]",False,stopped_before_requested_batch,9,1,9,4,0.44444400000000001,16.575364,0.24132200000000001,6.8425089999999997,0.47048899999999999
60,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_val_00180_NATHUO"",""mofsimplify_solvent_val_00316_WUSLED"",""mofsimplify_solvent_test_00002_ACOLEL"",""mofsimplify_solvent_val_00046_DUBBEI"",""mofsimplify_solvent_test_00413_XUYXAR"",""mofsimplify_solvent_val_00076_FATQID"",""mofsimplify_solvent_test_00405_XICYAL"",""mofsimplify_solvent_test_00433_ZIJVAR"",""mofsimplify_solvent_test_00387_WOHZAU""]",False,stopped_before_requested_batch,9,1,9,8,0.88888900000000004,13.980561,0.57222300000000004,6.7204860000000002,0.50445399999999996
61,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00008_AMOYOR"",""mofsimplify_solvent_val_00341_YUBFOR"",""mofsimplify_solvent_test_00246_OCAWAT"",""mofsimplify_solvent_test_00257_OKUSUK"",""mofsimplify_solvent_test_00036_BUPVEP"",""mofsimplify_solvent_test_00188_KOMGUP"",""mofsimplify_solvent_test_00237_NAWWUG"",""mofsimplify_solvent_test_00214_MAYJOM"",""mofsimplify_solvent_val_00177_MOYYEF""]",False,stopped_before_requested_batch,9,1,9,5,0.55555600000000005,16.102729,0.310506,6.529909,0.52573999999999999
62,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00017_AVUJIL"",""mofsimplify_solvent_test_00137_HOMRIL"",""mofsimplify_solvent_test_00094_EXEWIO"",""mofsimplify_solvent_test_00246_OCAWAT"",""mofsimplify_solvent_test_00288_QERWAL"",""mofsimplify_solvent_test_00258_OKUTAR"",""mofsimplify_solvent_val_00238_QOPPOC"",""mofsimplify_solvent_val_00281_UJEFOE01"",""mofsimplify_solvent_val_00139_KAVTUY""]",False,stopped_before_requested_batch,9,1,9,6,0.66666700000000001,16.185811000000001,0.370695,6.8010770000000003,0.47497499999999998
63,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00021_BADYAJ"",""mofsimplify_solvent_test_00093_EWESAC"",""mofsimplify_solvent_test_00384_WILHIK"",""mofsimplify_solvent_test_00433_ZIJVAR"",""mofsimplify_solvent_test_00386_WODVOB"",""mofsimplify_solvent_val_00200_OMAMEU"",""mofsimplify_solvent_test_00094_EXEWIO"",""mofsimplify_solvent_test_00044_CAYKEU"",""mofsimplify_solvent_val_00239_QOXFIU""]",False,stopped_before_requested_batch,9,1,9,7,0.77777799999999997,14.644672,0.47799000000000003,6.5504350000000002,0.52546199999999998
64,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00053_COTVOY"",""mofsimplify_solvent_test_00394_XADDUD"",""mofsimplify_solvent_test_00331_XIMPOA01"",""mofsimplify_solvent_test_00058_CUYHIO"",""mofsimplify_solvent_val_00258_SENVIR"",""mofsimplify_solvent_val_00081_FIFNUE"",""mofsimplify_solvent_val_00048_DUDZOT"",""mofsimplify_solvent_val_00315_WURNOO"",""mofsimplify_solvent_test_00075_EBIJAC""]",False,stopped_before_requested_batch,9,1,9,6,0.66666700000000001,13.496052000000001,0.44457400000000002,6.7092000000000001,0.49999300000000002
65,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_val_00180_NATHUO"",""mofsimplify_solvent_val_00059_EDIKIL"",""mofsimplify_solvent_test_00125_GUVCOP"",""mofsimplify_solvent_test_00058_CUYHIO"",""mofsimplify_solvent_val_00295_VAYWID"",""mofsimplify_solvent_val_00343_ZAHLEC"",""mofsimplify_solvent_test_00388_WOJJOV"",""mofsimplify_solvent_val_00239_QOXFIU"",""mofsimplify_solvent_test_00363_UTOTUT""]",False,stopped_before_requested_batch,9,1,9,5,0.55555600000000005,14.73197,0.33939799999999998,6.8349140000000004,0.47476800000000002
66,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00390_WORREC"",""mofsimplify_solvent_test_00384_WILHIK"",""mofsimplify_solvent_val_00261_SIYXIH10"",""mofsimplify_solvent_test_00200_LIFSAW"",""mofsimplify_solvent_test_00153_INIXOT"",""mofsimplify_solvent_val_00082_FIFPAM"",""mofsimplify_solvent_test_00226_MUTNAQ"",""mofsimplify_solvent_test_00138_HOVGIK"",""mofsimplify_solvent_test_00297_QOKCID""]",False,stopped_before_requested_batch,9,1,9,7,0.77777799999999997,14.66944,0.477182,6.5683889999999998,0.52621499999999999
67,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00259_OKUTEV"",""mofsimplify_solvent_test_00004_ACOLOV"",""mofsimplify_solvent_test_00085_EPISOM"",""mofsimplify_solvent_val_00149_KIYJAF"",""mofsimplify_solvent_test_00017_AVUJIL"",""mofsimplify_solvent_test_00054_COTVUE"",""mofsimplify_solvent_test_00142_HUWLUI"",""mofsimplify_solvent_val_00285_UNABIV"",""mofsimplify_solvent_test_00232_NALYEG""]",False,stopped_before_requested_batch,9,1,9,6,0.66666700000000001,17.716739,0.33866299999999999,6.6603640000000004,0.49973800000000002
68,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00040_CAHQOS"",""mofsimplify_solvent_test_00038_BUSQIQ"",""mofsimplify_solvent_test_00077_EJAXIW"",""mofsimplify_solvent_test_00327_SERWAP"",""mofsimplify_solvent_val_00290_VACLIX"",""mofsimplify_solvent_test_00196_LEDPIU"",""mofsimplify_solvent_test_00363_UTOTUT"",""mofsimplify_solvent_test_00142_HUWLUI"",""mofsimplify_solvent_test_00358_UMEKEE""]",False,stopped_before_requested_batch,9,1,9,6,0.66666700000000001,16.178367999999999,0.37086599999999997,6.5352980000000001,0.52346099999999995
69,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_val_00072_EXAXAE"",""mofsimplify_solvent_test_00104_FUYCEJ"",""mofsimplify_solvent_test_00197_LEDWUN"",""mofsimplify_solvent_test_00061_DAMYUO"",""mofsimplify_solvent_test_00264_OQETEK"",""mofsimplify_solvent_test_00338_TEBSAW"",""mofsimplify_solvent_test_00004_ACOLOV"",""mofsimplify_solvent_test_00232_NALYEG"",""mofsimplify_solvent_test_00359_UMEKII""]",False,stopped_before_requested_batch,9,1,9,7,0.77777799999999997,15.216407,0.46002999999999999,6.789714,0.47841
70,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00155_IYUROK"",""mofsimplify_solvent_val_00343_ZAHLEC"",""mofsimplify_solvent_val_00313_WOZGUP"",""mofsimplify_solvent_test_00226_MUTNAQ"",""mofsimplify_solvent_val_00323_XAPTEQ"",""mofsimplify_solvent_val_00311_WEFCAN"",""mofsimplify_solvent_val_00046_DUBBEI"",""mofsimplify_solvent_test_00412_XUWKEH"",""mofsimplify_solvent_test_00325_SARNOQ""]",False,stopped_before_requested_batch,9,1,9,7,0.77777799999999997,14.843313,0.47159299999999998,6.7173730000000003,0.48919899999999999
71,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00405_XICYAL"",""mofsimplify_solvent_val_00261_SIYXIH10"",""mofsimplify_solvent_test_00037_BUSQEM"",""mofsimplify_solvent_test_00065_DIKJUD"",""mofsimplify_solvent_test_00061_DAMYUO"",""mofsimplify_solvent_test_00252_OGAXUR"",""mofsimplify_solvent_val_00343_ZAHLEC"",""mofsimplify_solvent_test_00153_INIXOT"",""mofsimplify_solvent_test_00161_JEJWOL""]",False,stopped_before_requested_batch,9,1,9,3,0.33333299999999999,15.113661,0.19849600000000001,6.5425380000000004,0.53327800000000003
72,random_baseline,20,0.34999999999999998,2.3989165637663223,"[""mofsimplify_solvent_test_00405_XICYAL"",""mofsimplify_solvent_test_00306_RAHMAP"",""mofsimplify_solvent_test_00123_GUKYUI"",""mofsimplify_solvent_val_00031_CAWZUX"",""mofsimplify_solvent_val_00344_ZALMIL"",""mofsimplify_solvent_val_00239_QOXFIU"",""mofsimplify_solvent_val_00097_GIXGOK"",""mofsimplify_solvent_val_00145_KILJEV"",""mofsimplify_solvent_test_00034_BOWNUY""]",False,stopped_before_requested_batch,9,1,9,4,0.44444400000000001,16.103394999999999,0.248395,6.6935279999999997,0.505521
