alpha,mean_cv_rmse_C,std_cv_rmse_C,selected
10,77.951436037708049,1.3842203959361288,True
100,78.135013155050942,1.6161454100970565,False
1,79.59161880287941,1.3535153557947293,False
0.10000000000000001,81.617264600497407,0.84517332864939043,False
