trace_file,run_id,method,logged_event_count,selection_event_count,stop_event_count,sha256,replay_passed
traces/action_traces/cost_aware_test_primary_cost_contract_trace.json,cost_aware_test_primary_cost_contract,cost_aware,5,5,0,1ebcdcc5b9b14ee1c5cfd2b695a5ebf4ed5a4a7ab905558c34d8a98702a81b8c,True
traces/action_traces/portfolio_batch_test_primary_cost_contract_trace.json,portfolio_batch_test_primary_cost_contract,portfolio_batch,5,5,0,685ea0e3ae1372902cc620f150c0312329b53d63b111d275a25677ae47dc1d8d,True
traces/action_traces/random_baseline_test_primary_cost_contract_trace.json,random_baseline_test_primary_cost_contract,random_baseline,5,5,0,5aba74b5e82cab0526ee42f47434b2bc0fd7fd0f32ecfd635ee9dc0a6d542ea7,True
traces/action_traces/top_score_test_primary_cost_contract_trace.json,top_score_test_primary_cost_contract,top_score,5,5,0,6e09c8c512e2550a1458ebb3c7f28af9913a6ce7d7fb3056f5f1ec58b3067f33,True
traces/action_traces/uncertainty_test_primary_cost_contract_trace.json,uncertainty_test_primary_cost_contract,uncertainty,5,5,0,2d61a6ed305a9ea05767a9f9e729dd1f0d652a0c334932d10e2a2293558be138,True
