candidate_id,model_split,raw_split,raw_source_file,raw_source_row,raw_refcode,thermal_T,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,Df,Di,Dif,GPOAV,GPONAV,GPOV,GSA,POAV,POAV_vol_frac,PONAV,PONAV_vol_frac,VPOV,VSA,cell_v
mofsimplify_thermal_train_00576_LACGED,train,train,MOFSimplify-main/model/thermal/ANN/train.csv,576,LACGED,419.1797401,206.881,329.68959999999998,514.34159999999997,582.87360000000001,15304,8960,8160,9216,24,48,60,72,108,240,272,272,21.133400000000002,41.872799999999998,49.122,49.873600000000003,3.2144499999999998,14.895200000000001,11.041499999999999,25.936699999999998,3562,976,732,1708,1,3,3,6,10,20,30,46,2.49885,3.5478000000000001,3.7422,7.29,0,-5.9900000000000002,-3.3199999999999998,-9.3100000000000005,0,98,104,202,0,0,0,0,0,4,1,6,0,2.6699999999999999,2.5499999999999998,5.2199999999999998,130.548,240.55600000000001,361.1884,431.387,612,1108,1636,1640,17,34,50,62,84,202,274,278,7.9553000000000003,17.356999999999999,24.723400000000002,27.460599999999999,11.833600000000001,8.7720000000000002,20.605599999999999,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.53290000000000004,0.56210000000000004,1.095,1.1242000000000001,28.09,59.890000000000001,87.980000000000004,119.78,0,0.89000000000000001,0.89000000000000001,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.040000000000000001,-0.040000000000000001,-0.080000000000000002,0,-6,-6,-12,11.833600000000001,12.555999999999999,19.0748,25.111999999999998,64,52,104,104,1,1.5,2,3,2.5,5.5,8,11,0.53290000000000004,0.69715000000000005,1.1095999999999999,1.3943000000000001,28.09,71.833841500000005,103.88,143.66768300000001,0,1.51,1.335,3.02,0,5.5,3,11,0,0,0,0,0,-1,-2,-2,0,0.14000000000000001,-0.059999999999999998,0.28000000000000003,0,-5.6035550000000001,-9,-11.20711,3.4416899999999999,5.2732999999999999,5.2732999999999999,0,0.070662600000000006,0.070662743,0,0,0,285.13499999999999,0.13589999999999999,0.13589999999999999,0,2098.1199999999999
mofsimplify_thermal_train_00577_FEFCUQ,train,train,MOFSimplify-main/model/thermal/ANN/train.csv,577,FEFCUQ,336.40180029999999,170.61699999999999,313.24799999999999,672.98680000000002,916.60799999999995,2698,5784,7408,8352,20,44,76,112,120,308,428,512,13.563599999999999,32.8444,52.3932,69.508799999999994,2.7225000000000001,27.719999999999999,25.245000000000001,55.209000000000003,900,1170,1080,2100,1,5,6,12,25,55,90,140,1.7161,4.8076999999999996,6.0522,10.8468,0,-8.5500000000000007,-5.4000000000000004,-13.66,0,111,144,290,0,0,0,0,0,14,12,32,0,2.8799999999999999,3.2400000000000002,7.4400000000000004,158.80233329999999,326.28100000000001,506.82693330000001,607.89866670000004,667.33333330000005,1400,1981.333333,2002.666667,24,50,77.333333330000002,97.333333330000002,127.33333330000001,314,440,469.33333329999999,10.40133333,24.51166667,35.609866670000002,39.729466670000001,10.9696,11.016,23.363733329999999,18.738666670000001,59,60,107.33333330000001,82.666666669999998,1,1.3333333329999999,2.6666666669999999,2.3333333330000001,2,6,8,7.3333333329999997,0.54276666699999998,0.75973333300000001,1.3,1.126966667,36.979999999999997,95.673333330000006,136.635076,129.9617427,0,0.92000000000000004,1.48,1.9099999999999999,0,2,6,7,0,0,0,0,0,-2,-1.3333333329999999,-2.3333333330000001,0,-0.040000000000000001,0.21333333300000001,0.193333333,0,-6.5999999999999996,-4.6714066670000003,-7.3714066669999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35025,8.8757099999999998,8.7428299999999997,0.71918800000000005,0,0.71918864699999996,2453.3099999999999,1832.9100000000001,0.5595,0,0,0.5595,1908.5699999999999,3275.98
mofsimplify_thermal_train_00578_DALVAQ,train,train,MOFSimplify-main/model/thermal/ANN/train.csv,578,DALVAQ,370.88464920000001,126.39100000000001,233.36959999999999,447.62720000000002,514.07360000000006,5264,6912,6656,8448,14,32,48,64,80,192,256,320,11.015599999999999,26.280000000000001,35.2864,44.267200000000003,2.8561000000000001,23.2544,17.238,40.492400000000004,2304,1536,1152,2688,1,4,4,8,16,32,48,80,2.1903999999999999,4.3216000000000001,4.5583999999999998,8.8800000000000008,0,-7,-3.4399999999999999,-10.44,0,160,168,328,0,0,0,0,0,8,4,12,0,3,2.8399999999999999,5.8399999999999999,129.61850000000001,236.38499999999999,356.39440000000002,423.04500000000002,632,1152,1660,1728,17,34,50,62,84,202,274,278,8.4408999999999992,18.0334,25.431799999999999,28.813400000000001,11.833600000000001,8.7720000000000002,20.605599999999999,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.53290000000000004,0.56210000000000004,1.095,1.1242000000000001,28.09,59.890000000000001,87.980000000000004,119.78,0,0.89000000000000001,0.89000000000000001,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.040000000000000001,-0.040000000000000001,-0.080000000000000002,0,-6,-6,-12,9.2416,7.7519999999999998,7.7519999999999998,15.504,49,42,42,84,1,1,1,2,1,2,3,6,0.5625,0.57750000000000001,0.57750000000000001,1.155,54.759999999999998,83.620000000000005,83.620000000000005,167.24000000000001,0,0.48999999999999999,0.48999999999999999,0.97999999999999998,0,1,1,2,0,0,0,0,0,-1,-2,-4,0,-0.02,-0.02,-0.040000000000000001,0,-3.8999999999999999,-3.8999999999999999,-7.7999999999999998,3.6349900000000002,4.4467999999999996,4.4405400000000004,0,0.131992,0.131991942,0,0,0,264.36099999999999,0.20899999999999999,0.20899999999999999,0,1264.8800000000001
mofsimplify_thermal_train_00579_KOSKIO01,train,train,MOFSimplify-main/model/thermal/ANN/train.csv,579,KOSKIO01,237.7271839,156.1206,351.91199999999998,875.04240000000004,892.06079999999997,2979,7344,13074,9216,18,48,96,108,156,498,840,642,13.116300000000001,37.711799999999997,70.605599999999995,69.291600000000003,3.5344000000000002,32.335999999999999,31.038799999999998,49.838799999999999,729,1080,2268,1674,1,5,7,9,25,70,125,125,1.5875999999999999,4.5990000000000002,8.0261999999999993,8.5302000000000007,0,-7.7999999999999998,-3.3500000000000001,-9.5899999999999999,0,95,105,181,0,0,0,0,0,11,10,20,0,2.6499999999999999,2.4500000000000002,4.5700000000000003,132.70160000000001,231.744,362.6164,434.24299999999999,674,1176,1792,1952,16,32,48,58,80,192,256,250,8.2143999999999995,17.371200000000002,25.2624,28.538599999999999,11.833600000000001,8.7720000000000002,19.58506667,22.99066667,64,48,106.66666669999999,114.66666669999999,1,1,2,2.6666666669999999,1,3,4.6666666670000003,7.3333333329999997,0.53290000000000004,0.56210000000000004,1.104733333,1.4016,28.09,59.890000000000001,98.579999999999998,147.70589430000001,0,0.89000000000000001,1.1866666669999999,2.4900000000000002,0,2,2.6666666669999999,7,0,0,0,0,0,-2,-2.6666666669999999,-4.6666666670000003,0,-0.040000000000000001,-0.053333332999999997,0.026666667000000002,0,-6,-8,-13.73570333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7773699999999995,11.01793,11.01793,0.47540900000000003,0,0.47540942000000003,1222.5799999999999,738.827,0.56230000000000002,0,0,0.56230000000000002,1446.04,1313.9400000000001
mofsimplify_thermal_train_00580_MOFLAV,train,train,MOFSimplify-main/model/thermal/ANN/train.csv,580,MOFLAV,313.41916400000002,85.18086667,156.05333329999999,211.161,310.07999999999998,1284.666667,2104.666667,3306,1680,12,22,32,40,54,126,152,120,8.3148333329999993,16.059999999999999,25.557733330000001,23.100000000000001,3.6099999999999999,21.178666669999998,35.530000000000001,73.010666670000006,841,744.33333330000005,1276,1701.333333,1,3.6666666669999999,7.3333333329999997,14.66666667,13.66666667,41,82,95.666666669999998,1.9044000000000001,3.7949999999999999,7.7923999999999998,11.3344,0,-4.1799999999999997,-4.766666667,-10.56,0,80.666666669999998,168.66666670000001,366.66666670000001,0,0,0,0,0,2.6666666669999999,5.3333333329999997,29,0,2.3100000000000001,4.4733333330000002,12.026666669999999,197.91460000000001,436.5514,744.99680000000001,829.89099999999996,670,1588,2060,1528,32,66,116,142,182,460,624,596,11.494400000000001,28.845800000000001,42.925199999999997,42.181399999999996,9.2416,15.504,31.859200000000001,7.7519999999999998,49,84,112,42,1,2,4,1,4,12,14,8,0.5625,1.155,1.6799999999999999,0.57750000000000001,54.759999999999998,167.24000000000001,176.22522799999999,83.620000000000005,0,0.97999999999999998,1.6799999999999999,0.48999999999999999,0,2,12,1,0,0,0,0,0,-2,1,-2,0,-0.040000000000000001,0.76000000000000001,-0.02,0,-7.7999999999999998,5.7857799999999999,-3.8999999999999999,9.2416,20.869599999999998,38.121600000000001,27.815999999999999,49,112,147,63,1,2.5,5,4,6.5,19.5,28,17.5,0.5625,1.42875,2.2725,1.4099999999999999,54.759999999999998,180.19,288.70522799999998,183.677842,0,0.73499999999999999,2.6600000000000001,3.0099999999999998,0,1.5,14,19,0,0,0,0,0,-1,2,3,0,-0.029999999999999999,0.71999999999999997,1.1200000000000001,0,-5.8499999999999996,-2.0142199999999999,4.77867,3.5734699999999999,10.54969,10.53777,0,0.47569899999999998,0.47569917699999997,0,0,0,4430.4200000000001,0.379,0.379,0,11689.799999999999
mofsimplify_thermal_train_00581_FIJDIM09,train,train,MOFSimplify-main/model/thermal/ANN/train.csv,581,FIJDIM09,255.81324609999999,376.45139999999998,804.96000000000004,2332.8836000000001,2476.8000000000002,5718,16704,27164,29952,42,120,244,320,420,1392,2300,2608,31.497,100.03919999999999,176.91239999999999,223.32159999999999,2.4024999999999999,31.992000000000001,23.25,61.100999999999999,625,1200,1950,2300,1,6,6.6666666670000003,12.66666667,36,96,156,204,1.9320999999999999,6.0881999999999996,8.8589333329999995,13.11233333,0,-11.34,-4.6666666670000003,-19.786666669999999,0,102,88.666666669999998,224.66666670000001,0,0,0,0,0,20,14,42,0,3.96,2.8933333330000002,8.1733333330000004,118.7144,219.096,337.32040000000001,385.387,548,1008,1456,1420,16,32,48,58,80,192,256,250,7.4223999999999997,16.2624,23.044799999999999,24.679400000000001,11.833600000000001,8.7720000000000002,20.605599999999999,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.53290000000000004,0.56210000000000004,1.095,1.1242000000000001,28.09,59.890000000000001,87.980000000000004,119.78,0,0.89000000000000001,0.89000000000000001,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.040000000000000001,-0.040000000000000001,-0.080000000000000002,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2356699999999998,6.0442299999999998,6.0395799999999999,0.28548699999999999,0,0.285487188,882.53399999999999,623.07100000000003,0.34839999999999999,0,0,0.34839999999999999,1077.02,1788.3800000000001
mofsimplify_thermal_train_00582_UFENEZ,train,train,MOFSimplify-main/model/thermal/ANN/train.csv,582,UFENEZ,397.52956740000002,48.103200000000001,74.944999999999993,74.944999999999993,88.506200000000007,1083,1342,1342,482,7,12,12,12,24,48,42,24,5.4009999999999998,9.8162000000000003,9.8162000000000003,6.9923999999999999,3.6099999999999999,15.465999999999999,15.465999999999999,7.2199999999999998,841,551,551,1682,1,3,3,2,9,18,18,18,1.9044000000000001,3.1602000000000001,3.1602000000000001,3.8088000000000002,0,-2.4399999999999999,-2.4399999999999999,0,0,68,68,0,0,0,0,0,0,3,3,0,0,1.8500000000000001,1.8500000000000001,0,14.83106667,14.670999999999999,0,0,80.666666669999998,80,0,0,2,2,0,0,2,2,0,0,1.1655333329999999,1.165266667,0,0,7.4155333329999999,7.3354999999999997,0,0,40.333333330000002,40,0,0,1,1,0,0,1,1,0,0,0.58276666700000002,0.58263333299999998,0,0,103.38,98.310000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4743200000000001,4.2705000000000002,4.2702299999999997,0,0.143763,0.14376355299999999,0,0,0,193.98699999999999,0.23269999999999999,0.23269999999999999,0,833.63699999999994
mofsimplify_thermal_train_00583_DOPHOH,train,train,MOFSimplify-main/model/thermal/ANN/train.csv,583,DOPHOH,225.80842910000001,127.89879999999999,244.928,456.1952,525.63199999999995,2338,4480,4832,6016,14,32,48,64,80,192,256,320,10.4436,25.111999999999998,34.054400000000001,43.099200000000003,3.6099999999999999,26.143999999999998,19.379999999999999,45.524000000000001,841,928,696,1624,1,4,4,8,16,32,48,96,1.9044000000000001,4.0296000000000003,4.2504,8.2799999999999994,0,-6.1600000000000001,-2.6000000000000001,-8.7599999999999998,0,84,92,176,0,0,0,0,0,8,4,8,0,2.6000000000000001,2.4399999999999999,5.04,414.38130000000001,765.04200000000003,1286.3178,1762.0482,1878,3426,5220,5790,54,108,180,252,288,726,984,1068,24.185400000000001,53.640000000000001,81.420000000000002,101.41679999999999,11.833600000000001,8.7720000000000002,20.605599999999999,25.352799999999998,64,48,112,88,1,1,2,3,1,3,5,7,0.53290000000000004,0.56210000000000004,1.095,1.2410000000000001,28.09,59.890000000000001,87.980000000000004,115.3315245,0,0.89000000000000001,0.89000000000000001,2.9500000000000002,0,2,2,13,0,0,0,0,0,-2,-3,-4,0,-0.040000000000000001,-0.040000000000000001,0.48999999999999999,0,-6,-6,-5.860665,10.537599999999999,15.481999999999999,29.8156,45.715600000000002,56.5,69.5,146.5,202,1,2,3.5,5.5,5,13.5,21,25,0.54769999999999996,0.99729999999999996,1.83355,2.6694499999999999,41.424999999999997,130.24130700000001,211.27130700000001,299.78145549999999,0,1.355,1.6000000000000001,3.1299999999999999,0,5,5.5,13,0,0,0,0,0,-0.5,-0.5,0.5,0,0.14999999999999999,0.14000000000000001,0.48999999999999999,0,-5.4535549999999997,-7.4035549999999999,-9.4606650000000005,5.6308199999999999,12.13653,12.13653,0.42885699999999999,0.125532,0.554389091,1354.8599999999999,4215.8100000000004,0.42259999999999998,1234.02,0.1237,0.54630000000000001,1335.0999999999999,9975.8799999999992
mofsimplify_thermal_train_00584_BUKRUW03,train,train,MOFSimplify-main/model/thermal/ANN/train.csv,584,BUKRUW03,364.06279319999999,185.35525000000001,407.76060000000001,771.65459999999996,971.36490000000003,4027,6978,16830,14718,25.5,61,108,144,169,475,876,1065,17.25975,43.1663,80.654399999999995,100.4376,2.7225000000000001,19.140000000000001,26.41885714,51.183,900,805.7142857,3137.1428569999998,1954.2857140000001,1,3.5714285710000002,6.8571428570000004,11.14285714,13,38.714285709999999,84,103.7142857,1.7161,3.4602714290000001,8.6909142859999999,10.16185714,0,-5.707142857,-4.6971428570000002,-12.63428571,0,80.285714290000001,101.1428571,269.14285710000001,0,0,0,0,0,2.5714285710000002,3.4285714289999998,14.57142857,0,2.0371428570000001,2.3485714290000002,6.8399999999999999,77.840400000000002,146.0342,208.97819999999999,172.816,372,698,924,628,10,20,28,24,48,110,136,80,4.8361999999999998,10.3804,13.741199999999999,10.196,10.105600000000001,14.253066670000001,21.6632,12.89066667,54,76.666666669999998,98,50.666666669999998,1,1.6666666670000001,2.6666666669999999,1.6666666670000001,3,7.6666666670000003,10,5.3333333329999997,0.55263333299999995,0.94736666700000005,1.3200000000000001,0.75223333299999995,45.869999999999997,112.2166667,163.05507600000001,90.035076000000004,0,0.62333333300000004,1.51,1.316666667,0,1.3333333329999999,6,5.6666666670000003,0,0,0,0,0,-1.3333333329999999,-1,-1,0,-0.026666667000000002,0.21333333300000001,0.22,0,-4.5999999999999996,-5.2714066669999999,-3.371406667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12331,10.57978,10.57978,0.77341499999999996,0,0.77341538600000004,2868.8200000000002,5230.3000000000002,0.64019999999999999,0,0,0.64019999999999999,2374.6900000000001,8169.79
mofsimplify_thermal_train_00585_WOVDES,train,train,MOFSimplify-main/model/thermal/ANN/train.csv,585,WOVDES,335.0552945,214.80779999999999,411.1456,941.9366,1566.1279999999999,2646,6432,10566,10848,27,56,112,196,168,488,782,840,16.2971,38.458399999999997,72.305599999999998,105.8436,3.6480999999999999,37.894399999999997,46.145600000000002,92.539500000000004,784,1288,2016,2688,1,6,10,17,36,96,174,216,1.4641,5.3482000000000003,8.8813999999999993,13.5641,0,-8.3800000000000008,-5.0599999999999996,-15.98,0,122,208,380,0,0,0,0,0,20,31,66,0,2.8399999999999999,4.7599999999999998,9.3599999999999994,227.52005,489.5702,786.75310000000002,908.05499999999995,914,2042,2875,2769,35,74,119,145,193,479,681,727,14.5823,35.466999999999999,52.472299999999997,57.260899999999999,10.537599999999999,12.138,26.232399999999998,12.648,56.5,66,112,69,1,1.5,3,1.5,2.5,7.5,9,7,0.54769999999999996,0.85855000000000004,1.3875,0.85085,41.424999999999997,113.565,132.10261399999999,101.7,0,0.93500000000000005,1.2849999999999999,1.135,0,2,7,2.5,0,0,0,0,0,-2,-0.5,-3,0,-0.040000000000000001,0.35999999999999999,-0.050000000000000003,0,-6.9000000000000004,-0.10711,-7.9500000000000002,10.537599999999999,17.0138,34.575200000000002,29.443999999999999,56.5,92,141.5,114.5,1,2,4.25,3.75,4.5,14,19.75,16.75,0.54769999999999996,1.13595,1.9666250000000001,1.688825,41.424999999999997,135.01249999999999,223.2089555,197.84645549999999,0,1.0349999999999999,2.8399999999999999,3.1625000000000001,0,2.25,12.5,13.25,0,0,0,0,0,-1.75,0.5,-0.5,0,-0.044999999999999998,0.5,0.48499999999999999,0,-7.4249999999999998,-6.610665,-8.6356649999999995,4.01485,5.2302799999999996,5.2212300000000003,0.11118500000000001,0,0.111184798,330.35199999999998,483.21199999999999,0.1358,0,0,0.1358,403.488,3558.2600000000002
mofsimplify_thermal_train_00586_USOXEH,train,train,MOFSimplify-main/model/thermal/ANN/train.csv,586,USOXEH,411.66666670000001,92.241399999999999,167.80799999999999,236.35919999999999,372.096,1348.5999999999999,2318.4000000000001,3698.4000000000001,2016,13,24,36,48,60,144,180,144,8.8222799999999992,17.352,28.149840000000001,27.719999999999999,3.2549999999999999,21.888000000000002,36.719999999999999,71.927999999999997,864.60000000000002,823.20000000000005,1411.2,1764,1,4,8,16,16,48,96,128,1.82908,4.056,8.3283199999999997,12.22208,0,-4.96,-6,-11.16,0,89.599999999999994,187.19999999999999,410.39999999999998,0,0,0,0,0,4,8,32,0,2.4079999999999999,4.6559999999999997,12.592000000000001,52.5107,108.681,151.4452,81.311999999999998,209,444,490,78,8,16,22,14,38,84,96,34,3.3144,7.5152000000000001,9.1661999999999999,3.6629999999999998,9.2416,15.504,30.369599999999998,6.6879999999999997,49,84,105,7,1,2,4,1,4,12,14,2,0.5625,1.155,1.6950000000000001,0.27750000000000002,54.759999999999998,167.24000000000001,205.085228,33.352614000000003,0,0.97999999999999998,2.1699999999999999,0.83999999999999997,0,2,13,6,0,0,0,0,0,-2,1,1,0,-0.040000000000000001,0.73999999999999999,0.38,0,-7.7999999999999998,1.88578,2.89289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6051099999999998,5.2693300000000001,5.2693300000000001,0.30961100000000003,0,0.30961065399999999,1116.4100000000001,1020.15,0.36499999999999999,0,0,0.36499999999999999,1316.1300000000001,2794.9200000000001
mofsimplify_thermal_train_00587_KAYBUJ,train,train,MOFSimplify-main/model/thermal/ANN/train.csv,587,KAYBUJ,530.03716610000004,167.172,323.09800000000001,1009.3892,940.85000000000002,1698,5648,8792,7192,20,56,114,120,204,692,1054,800,15.9796,51.074399999999997,85.346599999999995,79.149600000000007,1,23.68,16.300000000000001,24.870000000000001,400,1100,1120,1080,1,7,7,9,49,133,175,161,2.9241000000000001,8.7722999999999995,10.824299999999999,10.9953,0,-16.68,-9.3000000000000007,-15.869999999999999,0,85,84,126,0,0,0,0,0,30,24,40,0,6.8399999999999999,5.6399999999999997,8.9600000000000009,116.6135,212.874,324.53339999999997,355.60039999999998,560,1020,1470,1430,15,30,44,50,74,174,224,216,7.2550999999999997,15.631,21.797999999999998,22.577400000000001,11.315200000000001,10.118399999999999,22.473279999999999,23.118079999999999,61,55.200000000000003,116.2,113.59999999999999,1,1.2,2.3999999999999999,2.6000000000000001,1.6000000000000001,4.7999999999999998,7.2000000000000002,7.2000000000000002,0.53881999999999997,0.68067999999999995,1.278,1.3390200000000001,33.423999999999999,81.359999999999999,127.2265228,133.30904559999999,0,0.90800000000000003,1.1739999999999999,1.502,0,2,3.3999999999999999,5,0,0,0,0,0,-2,-2,-2.2000000000000002,0,-0.040000000000000001,0.032000000000000001,0.10000000000000001,0,-6.3600000000000003,-6.5614220000000003,-6.8228439999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2358200000000004,5.49315,5.4663899999999996,0.30876300000000001,0,0.30876293799999999,937.33799999999997,420.798,0.36870000000000003,0,0,0.36870000000000003,1119.29,1141.3
mofsimplify_thermal_train_00588_CODSUL,train,train,MOFSimplify-main/model/thermal/ANN/train.csv,588,CODSUL,336.02188969999997,170.73986669999999,351.5466667,623.60220000000004,767.50273330000005,3050.666667,4968,5486,3838.666667,24.666666670000001,52.666666669999998,87.333333330000002,109.33333330000001,145.33333329999999,377.33333329999999,511.33333329999999,523.33333330000005,12.901300000000001,31.70293333,46.655000000000001,50.839733330000001,2.8561000000000001,27.941333329999999,22.984000000000002,42.604900000000001,2304,1840,1536,2832,1,5,5.3333333329999997,9.3333333330000006,25.666666670000001,60,82,145.66666670000001,2.1903999999999999,5.451333333,6.0778666670000003,10.54746667,0,-8.0833333330000006,-4.5866666670000003,-9.4366666670000008,0,201.66666670000001,224,389,0,0,0,0,0,14,11.33333333,19.333333329999999,0,3.7166666670000001,3.786666667,6.6866666669999999,200.679,421.74450000000002,701.99850000000004,838.79049999999995,805.5,1746,2607,2662,30.5,64,107,131,171,428,610,673,12.598649999999999,30.5228,46.345500000000001,52.103499999999997,10.65541818,11.832000000000001,26.011054550000001,32.30036364,57.18181818,64.363636360000001,140.63636360000001,122.3636364,1,1.4545454550000001,2.9090909090000001,4.2727272730000001,2.363636364,7.0909090910000003,14,16,0.54635454500000002,0.83160000000000001,1.6404545450000001,1.905245455,40.212727270000002,108.68545450000001,186.90727269999999,240.00293450000001,0,0.93090909099999997,1.153636364,3.1663636359999998,0,2,2.4545454549999999,14.454545449999999,0,0,0,0,0,-2,-3.363636364,-2.1818181820000002,0,-0.040000000000000001,-0.049090909000000002,0.62,0,-6.8181818180000002,-8.5909090910000003,-6.6038363640000002,10.65541818,15.12072727,34.97444848,37.9750303,57.18181818,82.181818179999993,164.39393939999999,128.30303029999999,1,1.8787878790000001,4.1818181819999998,5.1212121210000001,4.4848484849999997,14.727272729999999,25.878787880000001,24.48484848,0.54635454500000002,1.0766,2.1209090910000001,2.1406999999999998,40.212727270000002,144.1606061,250.68161190000001,268.30212219999999,0,1.1387878789999999,2.0742424239999999,3.8790909089999999,0,2.424242424,7.9696969700000002,19.545454549999999,0,0,0,0,0,-1.575757576,0.030303030000000002,2.4848484850000001,0,-0.048484847999999997,0.26484848500000002,0.94242424199999997,0,-8.4727272730000003,-7.7908812120000004,-4.1492630300000002,3.5592299999999999,6.5569199999999999,6.5564200000000001,0,0.131826,0.13182511399999999,0,0,0,728.79200000000003,0.16769999999999999,0.16769999999999999,0,4345.8100000000004
